Object_ID;School_District_Code;School_District_Name;shape
57;426;Oklahoma City;POLYGON ((2147810.7499418557 187164.71994443238, 2147814.9540016949 185348.76294644177, 2147827.700039193 180113.31508402526, 2147899.5000924468 177274.95297859609, 2147897.6769333631 174779.82706335187, 2149471.5638774484 174787.53899018466, 2149484.4549277723 172260.81700952351, 2149568.6411111057 172227.12613202631, 2149791.047162354 172138.24310769141, 2150068.579087615 172138.89304077625, 2155887.7951394469 172156.00488318503, 2155892.0418501049 171500.79589177668, 2157243.2668379396 171509.09607201815, 2157236.0831252784 172169.14396451414, 2161128.5989622772 172190.81386868656, 2161124.4119627774 174850.12810385227, 2163671.8028653562 174865.22387418151, 2163713.3168899417 182950.89405451715, 2171509.5070061982 182937.25891119242, 2171513.222878024 181484.28806385398, 2171938.96415253 181482.98294834793, 2171939.2479446083 182933.17886684835, 2179387.1749778539 182950.09090651572, 2179340.0369487703 185569.90784534812, 2175556.5199095309 185536.40988084674, 2175555.4998984486 185357.07985892892, 2175377.3998609483 185053.83013735712, 2175039.5701560229 185054.31996576488, 2175036.9999511987 184601.02986185253, 2174094.3699466884 184601.02986185253, 2174094.3699466884 185518.07986502349, 2163227.038006857 185300.50188809633, 2162332.7199136019 185386.389839679, 2162317.7701403648 186706.29992951453, 2161027.5601223558 186691.67003752291, 2160977.2498555183 194604.29988151789, 2155664.5199954361 194621.47996526957, 2155678.7299407721 193302.66009634733, 2154899.6301210225 193294.25985068083, 2154709.4999238551 193035.45000085235, 2154434.7501452714 192707.05006709695, 2154204.4999496043 192466.20015510917, 2153614.7501448542 191898.40995210409, 2153525.999994278 191810.46983927488, 2153422.4998731911 191697.1101578474, 2153346.7500246912 191596.00012385845, 2153226.9999361038 191374.28009484708, 2153169.500051111 191228.86011010408, 2153116.2501576096 191079.96998792887, 2153078.7499045283 190985.12995451689, 2152998.000066027 190826.23000985384, 2152883.249967441 190659.08008168638, 2150433.2499461919 189072.99992051721, 2150432.8500126153 189129.32001785934, 2149199.9899455309 188479.07000601292, 2148873.6700601131 188276.6501352638, 2148707.6799065322 188146.9200797677, 2148552.1100076884 188004.85999643803, 2148407.87998119 187851.3101066798, 2147810.7499418557 187164.71994443238))
58;417;Jones;POLYGON ((2176630.7369211912 196109.40809176862, 2176644.7368931919 192871.70787426829, 2176656.1371328533 190826.30809368193, 2179292.54983902 190844.12006594241, 2179263.5000283569 196122.41987676919, 2176630.7369211912 196109.40809176862))
59;417;Jones;POLYGON ((2171320.6369771063 204001.30700610578, 2171332.7370185256 201354.60790318251, 2171347.7369885296 198672.70808327198, 2173995.2169297785 198697.41308635473, 2173985.2858472764 201363.28603543341, 2173982.0801450312 204021.80991785228, 2171320.6369771063 204001.30700610578))
60;Not Available;Oakdale;POLYGON ((2131522.7700506896 219503.20185527205, 2131560.2529153526 216867.56408193707, 2131599.7219965309 214196.99101102352, 2131643.1950066984 211607.98109719157, 2131699.9458774477 208249.14791984856, 2131703.7460666895 206366.47091093659, 2131709.7129182816 203679.32700702548, 2134265.4161401987 203689.51596301794, 2139561.2070577741 203715.90600210428, 2144844.1371086985 203771.80812126398, 2147446.210972771 203799.08496960998, 2147444.8149781972 206455.27716377378, 2147430.5371196121 209765.20787985623, 2147397.4718970209 211733.33812993765, 2147389.9758490324 213087.07689227164, 2147367.9578484446 216976.11504593492, 2147359.3390992731 219658.38592810929, 2141892.0819891989 219563.632836774, 2134128.7139857709 219528.59484910965, 2131522.7700506896 219503.20185527205))
61;420;Millwood;POLYGON ((2116385.8879229426 201010.45111118257, 2116416.3019041121 195758.60301910341, 2116395.8209739476 190527.18598851562, 2118985.0369241089 190505.60794769228, 2121638.7369972765 190513.60793168843, 2121636.9630506933 189863.22209335864, 2122261.9030737728 189866.54098434746, 2123124.9170957804 189871.14596201479, 2123273.7120737731 189871.94287644327, 2123422.7029175311 189836.33992926776, 2123450.7051581144 190164.10600602627, 2123629.257950604 190165.06400935352, 2123778.05194436 190165.86289227009, 2123779.8121114373 189838.25692018867, 2123825.3051306903 189220.12495435774, 2124259.4870051146 189186.20409043133, 2124260.0788674355 189076.40608169138, 2124260.6681051105 188967.20387226343, 2124274.6290351897 188807.07984869182, 2123100.8059235215 188815.36690559983, 2123102.3639912754 188524.16210743785, 2123075.1360273659 188050.79395969212, 2123078.5871359408 187906.866097942, 2124296.1201339364 187911.74404093623, 2129487.9699864388 187928.36999194324, 2129490.5999024361 190521.78015944362, 2131989.1290261149 190547.89592085779, 2131978.10903503 191826.18503093719, 2131125.3499137759 191819.259847939, 2131098.1698500216 195868.83016085625, 2134592.029988274 195913.81990027428, 2134564.012983948 198317.59986960888, 2134548.5891302824 201000.32285059988, 2134280.6520021111 201035.18596985936, 2134265.4161401987 203689.51596301794, 2131709.7129182816 203679.32700702548, 2128984.916858688 203662.16398359835, 2123735.3371347785 203663.00814202428, 2121419.3368455321 203651.20796877146, 2119763.0980320275 203654.00487919152, 2119765.93792136 204609.26707626879, 2118431.7680175304 204609.90093326569, 2118433.5370428562 202240.20783801377, 2118474.5369608551 202080.50802618265, 2118527.5368548632 201941.30784526467, 2118580.8369451016 201841.00784902275, 2118867.33702828 201379.70791859925, 2118935.9369566888 201208.0081307739, 2118979.637000531 201008.30807085335, 2117613.9369760305 201004.70801243186, 2117614.4560038596 201415.23015727103, 2117135.7830766886 201416.00115309656, 2117133.73714903 201003.40814626217, 2116385.8879229426 201010.45111118257))
62;426;Oklahoma City;POLYGON ((2134265.4161401987 203689.51596301794, 2134280.6520021111 201035.18596985936, 2134548.5891302824 201000.32285059988, 2134564.012983948 198317.59986960888, 2134592.029988274 195913.81990027428, 2135887.52313219 195914.92390069366, 2135887.7390110195 193271.3750539422, 2137242.3701600283 193282.20016351342, 2145141.1450448632 193273.16606085002, 2145141.62109378 190907.7751223594, 2145143.6250267774 190580.17013451457, 2147726.0519485325 191651.72999927402, 2147816.4389068633 191652.29102176428, 2147832.2088884413 189353.38485842943, 2146512.4260949492 189332.4229581058, 2146512.0599539429 187988.15104036033, 2147179.2498925328 187990.06015726924, 2147804.2401123643 187994.15988659859, 2147810.7499418557 187164.71994443238, 2148407.87998119 187851.3101066798, 2148552.1100076884 188004.85999643803, 2148707.6799065322 188146.9200797677, 2148873.6700601131 188276.6501352638, 2149199.9899455309 188479.07000601292, 2150432.8500126153 189129.32001785934, 2150433.2499461919 189072.99992051721, 2152883.249967441 190659.08008168638, 2152998.000066027 190826.23000985384, 2153078.7499045283 190985.12995451689, 2153116.2501576096 191079.96998792887, 2153169.500051111 191228.86011010408, 2153226.9999361038 191374.28009484708, 2153346.7500246912 191596.00012385845, 2153422.4998731911 191697.1101578474, 2153525.999994278 191810.46983927488, 2153614.7501448542 191898.40995210409, 2154204.4999496043 192466.20015510917, 2154434.7501452714 192707.05006709695, 2154669.7500033528 192983.85988093913, 2154899.6301210225 193294.25985068083, 2155678.7299407721 193302.66009634733, 2155664.5199954361 194621.47996526957, 2160977.2498555183 194604.29988151789, 2161027.5601223558 186691.67003752291, 2162317.7701403648 186706.29992951453, 2162332.7199136019 185386.389839679, 2174094.3699466884 185518.07986502349, 2174094.3699466884 184601.02986185253, 2175036.9999511987 184601.02986185253, 2175039.5701560229 185054.31996576488, 2175377.3998609483 185053.83013735712, 2175555.4998984486 185357.07985892892, 2175556.5199095309 185536.40988084674, 2179340.0369487703 185569.90784534812, 2181264.6699105203 185583.83006159961, 2181264.8001596034 186248.7601621896, 2181924.8001519442 186248.60990001261, 2181925.2279726118 188132.67995077372, 2180635.7528612763 188133.21702317894, 2179296.4149887711 188136.88401059806, 2179292.54983902 190844.12006594241, 2176656.1371328533 190826.30809368193, 2176644.7368931919 192871.70787426829, 2176630.7369211912 196109.40809176862, 2175387.5520716161 196096.71585993469, 2174005.0000466853 196071.18999235332, 2173995.2169297785 198697.41308635473, 2171347.7369885296 198672.70808327198, 2171332.7370185256 201354.60790318251, 2171320.6369771063 204001.30700610578, 2168666.8368385285 204013.026142776, 2166029.6268898547 203986.91005326807, 2166018.0370180309 206608.80802468956, 2163695.3891042769 206570.46787826717, 2160732.4370249361 206553.9068877697, 2160755.9369779378 203884.20815894008, 2159415.8799467683 203879.41584569216, 2156457.4409817755 203882.47686319053, 2156398.7130808532 203427.90001644194, 2155690.257148698 202586.05491535366, 2155156.9458793551 202254.98602367938, 2154805.2090500295 201220.96086077392, 2152942.5369223654 201224.30796693265, 2152943.6428912729 203807.71487359703, 2150161.5070513636 203805.15713593364, 2147446.210972771 203799.08496960998, 2144844.1371086985 203771.80812126398, 2139561.2070577741 203715.90600210428, 2134265.4161401987 203689.51596301794))
63;417;Jones;POLYGON ((2147359.3390992731 219658.38592810929, 2147367.9578484446 216976.11504593492, 2147389.9758490324 213087.07689227164, 2147397.4718970209 211733.33812993765, 2147430.5371196121 209765.20787985623, 2147444.8149781972 206455.27716377378, 2147446.210972771 203799.08496960998, 2150161.5070513636 203805.15713593364, 2152943.6428912729 203807.71487359703, 2152942.5369223654 201224.30796693265, 2154805.2090500295 201220.96086077392, 2155156.9458793551 202254.98602367938, 2155690.257148698 202586.05491535366, 2156398.7130808532 203427.90001644194, 2156457.4409817755 203882.47686319053, 2159415.8799467683 203879.41584569216, 2160755.9369779378 203884.20815894008, 2160732.4370249361 206553.9068877697, 2163695.3891042769 206570.46787826717, 2166018.0370180309 206608.80802468956, 2166029.6268898547 203986.91005326807, 2168666.8368385285 204013.026142776, 2168596.8799574375 217158.36008827388, 2171245.2299756855 217218.62998084724, 2176519.3700179458 217218.71987569332, 2187035.9900607765 217265.60003127158, 2187116.5499390215 206743.6801302731, 2189107.00002636 206751.74999602139, 2190546.5348769426 206851.52998018265, 2191197.5499791056 206897.91997927427, 2191406.0000215322 206927.31001235545, 2191608.280128777 206985.57990893722, 2191800.4099938571 207071.60007810593, 2191978.6100967824 207183.67006394267, 2192139.3601033539 207319.57989710569, 2192279.5100855231 207476.65996351838, 2192396.2798651159 207651.809875682, 2192499.3498689383 207872.77990618348, 2192979.2501558661 209167.04995544255, 2193111.4998913556 209461.71996976435, 2193342.5000855327 209854.25002460182, 2193720.2499861866 210413.72003427148, 2193926.4999017715 210756.63010960817, 2194120.2498423606 211181.29986393452, 2194295.25014852 211777.67006227374, 2194383.8608636856 212233.22197268903, 2194525.2500166148 212919.80983835459, 2194615.7501636893 213207.1101167649, 2194678.5000381917 213376.70000068843, 2194757.2498806864 213558.78001710773, 2194825.5000722706 213831.51995718479, 2194851.5000202805 213973.0600284338, 2194888.9999452829 214272.02990293503, 2194938.749845773 214589.52008160949, 2195029.3861474395 215048.58904534578, 2194983.845884189 219936.87487243116, 2192251.2591577768 219912.64887101948, 2186959.1969072819 219852.81500118971, 2181699.6090012789 219782.9070045203, 2179130.2568565309 219755.30502560735, 2179097.0400594473 222392.3968642652, 2179030.7180136144 227693.15397927165, 2178959.1390885264 233035.85097101331, 2176339.2201157808 233024.05014160275, 2176414.309860602 227744.08005851507, 2163118.4050220251 227667.36597310007, 2163232.3368807733 219700.08794443309, 2160633.4441126883 219688.49511985481, 2155341.3500381112 219675.95708718896, 2149990.06612128 219669.11195652187, 2147359.3390992731 219658.38592810929))
64;413;Luther;POLYGON ((2186946.989910692 233085.61005784571, 2178959.1390885264 233035.85097101331, 2179030.7180136144 227693.15397927165, 2179097.0400594473 222392.3968642652, 2179130.2568565309 219755.30502560735, 2181699.6090012789 219782.9070045203, 2186959.1969072819 219852.81500118971, 2192251.2591577768 219912.64887101948, 2194983.845884189 219936.87487243116, 2195029.3861474395 215048.58904534578, 2195117.7501439452 215413.7198767662, 2195179.7500199378 215612.37991252542, 2195272.7501620203 215812.57997143269, 2195380.4999465197 215981.91001334786, 2195495.0000456125 216121.70008809865, 2195639.7500841916 216260.77001993358, 2195784.000123769 216369.56015668809, 2195939.750140354 216461.37985493243, 2196085.9998478591 216527.80984018743, 2196256.5001630187 216640.18986476958, 2196406.2498635203 216754.419951275, 2196536.2499316037 216890.69986243546, 2196632.7500666976 217027.63003477454, 2196709.2499136925 217176.63990736008, 2196758.5001432747 217314.53005151451, 2197438.2500961125 219228.51998993754, 2197570.7501591891 219563.81000177562, 2197617.250066191 219687.48003001511, 2197668.4999636859 219923.80009543896, 2197676.2499481887 220011.52990685403, 2197676.4999476969 220143.57983960211, 2197666.7499671876 220253.18985660374, 2197651.7499971986 220342.00004643202, 2197620.0000606924 220649.52994318306, 2197610.00008069 220825.27007727325, 2197623.7500531971 221000.75004127622, 2197660.9999786913 221172.75002534688, 2197712.4998756945 221317.94002369046, 2198298.2500165254 222547.78008368611, 2199554.909904778 225213.6100538522, 2202639.2600352764 225215.19010318816, 2202618.8001024425 226540.9699319303, 2200292.3300178647 226543.40988768637, 2200692.9499515295 227393.27006460726, 2200859.329868108 227828.90009886026, 2201276.0800188631 230064.62003685534, 2201394.3301104456 230540.12007009983, 2202243.9399597794 233141.81991918385, 2205153.3800070286 233141.00003893673, 2205131.136941269 238389.60798001289, 2205108.590070352 243716.9500156045, 2202471.2800562829 243698.66002593935, 2202446.5301057696 246338.53991676867, 2186841.2401221991 246291.85989202559, 2186867.536985606 238373.00794760883, 2186946.989910692 233085.61005784571))
65;413;Luther;POLYGON ((2170761.4901295304 269983.42602585256, 2170811.9001336992 264678.92908893526, 2170855.86001952 259366.30093468726, 2170886.814025864 254050.40605469048, 2170939.5570306033 248705.86096951365, 2171008.7501336932 243516.89103251696, 2171002.250146687 242058.2180968523, 2171003.5001441985 239015.81210818887, 2171028.5000941902 238314.1409393549, 2171048.466917783 235576.27699251473, 2173349.1880381107 235572.6510155201, 2173365.4058534354 230204.63484868407, 2176378.8778448552 230235.51306776702, 2176339.2201157808 233024.05014160275, 2176334.2529341131 235982.60393576324, 2178961.3779291958 235984.69809168577, 2178959.1390885264 233035.85097101331, 2186946.989910692 233085.61005784571, 2186867.536985606 238373.00794760883, 2186841.2401221991 246291.85989202559, 2202446.5301057696 246338.53991676867, 2202471.2800562829 243698.66002593935, 2205108.590070352 243716.9500156045, 2205131.136941269 238389.60798001289, 2205153.3800070286 233141.00003893673, 2202243.9399597794 233141.81991918385, 2201394.3301104456 230540.12007009983, 2201276.0800188631 230064.62003685534, 2200859.329868108 227828.90009886026, 2200692.9499515295 227393.27006460726, 2200292.3300178647 226543.40988768637, 2202618.8001024425 226540.9699319303, 2202639.2600352764 225215.19010318816, 2199554.909904778 225213.6100538522, 2198298.2500165254 222547.78008368611, 2197712.4998756945 221317.94002369046, 2197660.9999786913 221172.75002534688, 2197623.7500531971 221000.75004127622, 2197610.00008069 220825.27007727325, 2197620.0000606924 220649.52994318306, 2197651.7499971986 220342.00004643202, 2197666.7499671876 220253.18985660374, 2197676.4999476969 220143.57983960211, 2197676.2499481887 220011.52990685403, 2197617.250066191 219687.48003001511, 2197570.7501591891 219563.81000177562, 2197438.2500961125 219228.51998993754, 2196758.5001432747 217314.53005151451, 2196700.7499306947 217157.44998510182, 2196632.7500666976 217027.63003477454, 2196549.249905616 216907.06006594002, 2196406.2498635203 216754.419951275, 2196256.5001630187 216640.18986476958, 2196085.9998478591 216527.80984018743, 2195939.750140354 216461.37985493243, 2195784.000123769 216369.56015668809, 2195639.7500841916 216260.77001993358, 2195495.0000456125 216121.70008809865, 2195380.4999465197 215981.91001334786, 2195272.7501620203 215812.57997143269, 2195179.7500199378 215612.37991252542, 2195117.7501439452 215413.7198767662, 2195029.3861474395 215048.58904534578, 2195001.0420440286 204184.27711260319, 2197675.5179942697 204184.11405518651, 2202951.1629547775 204184.39489452541, 2208219.1481536925 204182.97593410313, 2210883.1050961018 204185.08485376835, 2210889.1100053638 204284.87796126306, 2210916.8330470324 204384.12513810396, 2210926.2129495293 204400.5850789398, 2210937.0321536064 211978.02497652173, 2213422.546867609 211970.79598835111, 2218674.7499458641 212050.21807360649, 2223858.4151034355 212091.59397509694, 2223850.0000940263 217364.71892751753, 2223797.2498714477 222628.00006760657, 2223736.27492778 225273.90914584696, 2226330.4209861904 225298.49407044053, 2226227.3890400231 233241.28297485411, 2223603.2709286958 233238.37615652382, 2223603.2709286958 235823.43693126738, 2226225.8808409423 235825.28797744215, 2226218.0531006902 238486.90502952039, 2226181.7831601053 243745.91189993918, 2226190.8500711024 249050.25496576726, 2226154.581114769 254336.46289727092, 2226109.2439351082 259776.81487743556, 2226118.3108461052 264854.47598193586, 2226118.3108461052 267445.05413410068, 2223451.207912609 267452.42091727257, 2223451.207912609 271436.45691244304, 2223380.9150741994 275336.14005793631, 2223329.4348621964 280580.22799493372, 2223259.9500930309 284441.17795018852, 2223254.0619814396 285844.62494643033, 2223184.1720293611 287678.97888927162, 2223190.851149857 287940.25986276567, 2223236.7929871082 288108.7021111846, 2223234.5131360292 288281.634836182, 2223216.42590186 288427.18703852594, 2220548.7399642766 288426.18900902569, 2218045.3450366855 288424.39111235738, 2217999.9159936905 291191.12901718915, 2217990.9760509431 292265.55600218475, 2217953.3458768576 293637.6100165993, 2217922.8068959415 293752.8650354296, 2212709.1139112711 293760.46114885807, 2208757.8101341128 293769.73606468737, 2208758.9679401964 291198.58700752258, 2208690.37293303 291212.42096935213, 2208441.2041400224 291227.01903727651, 2208214.2859586924 291253.46386626363, 2207406.026092276 291253.58886602521, 2205848.5390497744 291272.26894676685, 2205661.5351586938 291270.16297985613, 2205010.3589676023 291296.87585294247, 2204785.9099414349 291297.85715018213, 2204779.0490627736 293870.6279232651, 2203468.4611327797 293870.6279232651, 2203444.8158388585 296282.40295535326, 2202160.6238534451 296282.75006751716, 2202146.406034112 297604.69296169281, 2199475.5659033656 297607.30811393261, 2199470.73914136 293703.39892701805, 2196858.5540770292 293703.39892701805, 2196855.0750813633 296316.27591910958, 2196902.8289228529 296618.12406869233, 2196847.8828385323 301153.89714935422, 2196833.16009894 301286.74301226437, 2196829.557087779 301603.30701169372, 2194273.7800471038 301603.25386218727, 2194280.9480117708 296330.5869141072, 2194279.9480137825 291085.1590847671, 2194279.7360719442 285886.55990193784, 2194281.7459104359 283188.53084918857, 2191811.0339883566 283193.04986901581, 2191833.6648486108 280230.90192194283, 2191842.3288732767 277910.52598527074, 2191861.3540976942 275191.09802518785, 2191798.9749573618 274986.63091443479, 2191797.7541592717 274866.01796668768, 2191843.5070205182 274620.23597793281, 2191886.84486036 274133.22710943222, 2191901.8031637818 273675.15191009641, 2191903.3799322695 272987.00400818884, 2191887.4468932748 272605.14716035128, 2191895.4878876954 271410.71910302341, 2191908.8681102693 269959.53499752283, 2186641.837961942 269965.81812143326, 2181300.1399839371 270018.84393401444, 2175998.4950754493 270015.82687968016, 2171822.9860380292 269977.6638982743, 2171728.5321586877 269999.19010193646, 2171596.90086028 270004.62414619327, 2171357.8800128549 269970.00512093306, 2170761.4901295304 269983.42602585256))
66;418;Edmond;POLYGON ((2110013.7031607777 282980.60705243051, 2112688.9980070293 282984.59293685853, 2115308.9579901993 282988.580133602, 2115308.9579901993 280364.631969437, 2115317.11184527 279372.67299535871, 2115334.6869413555 278020.07399451733, 2115332.9471154362 277718.11790551245, 2114114.04404144 277718.11790551245, 2114042.125878185 277718.11790551245, 2114041.7259446084 275083.81707176566, 2114861.8430707753 275084.41483959556, 2115196.5579525232 275081.75014677644, 2115305.4589814395 275080.84791760147, 2115336.3211244494 275080.27705259621, 2115335.519944936 272425.72888402641, 2112719.8250451088 272433.68884184957, 2112689.6131632775 272285.45291785896, 2112682.5659332722 271796.17896202207, 2112687.6440071017 271730.31787326932, 2112713.0648880303 271394.45699644089, 2112690.1410493553 271231.26309710741, 2112729.3210891038 270992.66383676231, 2112731.5950346887 270538.38193693757, 2112722.3621135205 270367.24809286, 2112709.8949468583 270130.57402552664, 2112707.1000049412 269740.33399234712, 2112731.7449687719 269559.90489126742, 2112685.0780673623 269396.59189768136, 2112709.98615402 269163.74590668082, 2112712.1718451977 268726.93608476222, 2112707.8831398636 268516.51294918358, 2112704.5110993534 268359.96897093952, 2112735.3348566145 267894.18184477091, 2112675.9619438648 267422.48298501968, 2112724.8768722713 267137.33788602054, 2112745.4939570278 266161.14790926874, 2112752.9778659493 265805.08398886025, 2111435.4430994391 265805.48293818533, 2111437.8801024407 264474.90685918927, 2112780.9479543567 264474.47214877605, 2112793.8790308535 261891.83787834644, 2112802.2710744441 260215.58302876353, 2112777.5040636063 259232.61386610568, 2113846.5560593605 259237.98590260744, 2115612.5029867738 259222.1919709295, 2115614.1699781865 258837.43388219178, 2115618.14306736 257826.21608835459, 2115610.7569272816 256771.98591335118, 2115621.9609731138 254983.99309827387, 2115625.1610979438 254473.29398843646, 2115628.3628631979 253962.23103418946, 2115644.4061381966 251400.72795510292, 2113002.0610291958 251391.36708143353, 2112846.7499881089 251390.953040272, 2108158.9489962757 251374.77984426916, 2108160.2780618519 251345.66605734825, 2108081.4760541022 251306.33411501348, 2108043.7618906945 251306.15202876925, 2107946.3260619491 251374.11514744163, 2107887.0128603578 251418.96610760689, 2107871.7891375273 251373.75491192937, 2107426.0531523526 251372.332014516, 2106894.25303486 251359.21688327193, 2106650.7699260265 251353.317944929, 2106470.191875115 251358.27692452073, 2106299.033096686 251380.75588218868, 2105776.4721339494 251360.79004284739, 2102298.720887363 251297.84594301879, 2099949.5789321065 251266.29088802636, 2099957.8958446085 248595.18304127455, 2099711.9839348644 248595.88284301758, 2099706.124038443 245902.14085519314, 2110204.1988427788 245988.97598335147, 2110324.507001102 232722.41491810977, 2113015.4701231122 232723.01104551554, 2113063.9559185207 227350.73406043649, 2118249.4380016029 227352.8810377717, 2118273.2509461045 224762.13392268121, 2120952.5851543546 224738.59886476398, 2120975.9899631888 222095.13991285861, 2122449.5001395196 222080.20096635818, 2122433.6428877711 223928.05291368067, 2123605.5431030244 223928.05291368067, 2123599.9460013658 224663.29488152266, 2128881.9820251912 224789.64010126889, 2128881.5000707805 224840.45299176872, 2130836.2159776092 224852.37685243785, 2130836.4298879355 224902.61789368093, 2131001.4298860282 224902.31015151739, 2131106.90506877 225010.43591952324, 2131199.9501582682 225181.805983603, 2131493.9308695197 225280.16996009648, 2131494.1569189429 224856.38996776938, 2134106.81803219 224872.32694377005, 2134119.7008804381 222282.36001084745, 2139401.6489779353 222331.02887676656, 2139390.9229495227 224918.70086677372, 2155277.7149947733 225024.16489468515, 2155253.7101215273 227674.57002693415, 2160559.4698511958 227672.829872936, 2163118.4050220251 227667.36597310007, 2163105.316137448 235581.77993427217, 2171048.466917783 235576.27699251473, 2171028.5000941902 238314.1409393549, 2171003.5001441985 239015.81210818887, 2171002.250146687 242058.2180968523, 2171008.7501336932 243516.89103251696, 2170939.5570306033 248705.86096951365, 2170886.814025864 254050.40605469048, 2170855.86001952 259366.30093468726, 2170811.9001336992 264678.92908893526, 2170761.4901295304 269983.42602585256, 2170742.0810476094 272625.11496818066, 2165451.55389902 272616.29083885252, 2160237.3438550234 272624.50210851431, 2160271.6561223567 269951.97792601585, 2160283.9900871962 264643.34385827184, 2160227.9219578654 264642.97115559876, 2159656.5520376116 264637.71886952221, 2159156.1199676096 264633.31205418706, 2159055.5000901073 264632.28187252581, 2158975.6268902719 264631.61094209552, 2158975.6180320233 267270.27397185564, 2156665.3988991976 267268.09812319279, 2155026.1541461945 267265.81302276254, 2155040.010089606 265446.16705577075, 2155040.26697886 265406.49095402658, 2155044.1659211963 265170.99503393471, 2155047.9569241107 264952.24415910244, 2155048.3739180267 264887.81515410542, 2155048.7889434397 264823.749993518, 2155049.2508847713 264752.40499185026, 2155049.6770650297 264686.51995301247, 2155049.9690591991 264641.38388843834, 2155050.4168929458 264572.22293752432, 2154513.7919819355 264564.38601092994, 2153312.0338867754 264591.5998672694, 2151768.9441251904 264568.63993944228, 2150154.3220263571 264544.58388519287, 2149707.628037855 264538.13212643564, 2149705.9141305238 264669.16795359552, 2149705.3258771151 264715.39489527047, 2149704.7300777733 264763.07787077129, 2149703.6969433576 264832.96290160716, 2149702.6408431083 264906.48801702261, 2149695.4610674381 265434.63492660224, 2149694.8209768534 265489.23389877379, 2149691.9128461927 265715.63600501418, 2149671.5579000264 267253.48988468945, 2148964.5931066126 267249.41804243624, 2144170.3438368589 267205.38893102109, 2138857.5139113516 267172.21216009557, 2133849.9130341858 267154.59900635481, 2133844.8569419384 266924.99185402691, 2133838.682085529 266708.00114627182, 2133832.9311127812 266499.04487127066, 2131248.19809328 266492.20498993993, 2131245.204989031 268566.51416151226, 2133887.700032115 268561.86390835047, 2133881.51402086 268812.27285635471, 2133880.142960608 269051.06109268963, 2133892.9168851972 269307.40309968591, 2133896.3279676139 269540.39508776367, 2133894.9910280257 269773.35886068642, 2132458.8049240261 269787.35587993264, 2131239.4848561138 269798.94903260469, 2131230.9120386094 275119.68084518611, 2131194.3799594492 280389.30186760426, 2131159.1798986048 285684.88084335625, 2131126.7068664432 285686.32309769094, 2130946.3200881034 285694.40608677268, 2129987.9929365218 285689.01600567997, 2129788.9720091075 285687.89986619353, 2129771.4720441103 285687.80209735036, 2129481.6291198581 285697.1009632647, 2128896.0089000314 285716.0379332751, 2128495.9250545204 285707.62390810251, 2128049.5748973638 285698.23088227212, 2127569.1168687791 285688.29291002452, 2127392.059152022 285684.76699844, 2127325.3289705217 285683.30702760816, 2127031.7150564492 285677.32114718854, 2124691.9959826022 285629.22511476278, 2123271.0808454454 285599.71205043793, 2120611.8049960285 285625.94887460768, 2119204.6670622826 285644.42685602605, 2119226.331060946 283695.10890427232, 2117995.6248609424 283700.86315785348, 2117992.0471121967 284097.55101276934, 2117977.998911947 285660.93502509594, 2116708.9640484452 285628.1660617739, 2114710.6730975211 285631.055163607, 2113471.7129770219 285633.16408327222, 2112672.3369511068 285634.61093077064, 2110205.1371611059 285631.10109527409, 2110085.8998667747 285630.87799860537, 2109998.3301600218 285630.76513794065, 2110013.7031607777 282980.60705243051))
67;417;Jones;POLYGON ((2163105.316137448 235581.77993427217, 2163118.4050220251 227667.36597310007, 2176414.309860602 227744.08005851507, 2176378.8778448552 230235.51306776702, 2173365.4058534354 230204.63484868407, 2173349.1880381107 235572.6510155201, 2171048.466917783 235576.27699251473, 2163105.316137448 235581.77993427217))
