Object_ID;School_Name;shape
36;PUTNAM HEIGHTS ES;POLYGON ((2105280.0298853517 185197.13989010453, 2105651.5399691015 185199.27997767925, 2105496.2098991871 185561.1099626869, 2105275.1401313543 185560.94985802472, 2105277.3100745231 185383.48006860912, 2105280.0298853517 185197.13989010453))
37;CLEVELAND ES;POLYGON ((2099096.7699421942 180116.00996051729, 2098497.8000115305 180111.02014110982, 2098500.59987469 179838.75001634657, 2099099.689883858 179847.14993393421, 2099096.7699421942 180116.00996051729))
38;NORTHWEST CLASSEN HS;POLYGON ((2097822.7101543546 181917.71009726822, 2097825.460148856 181125.65000160038, 2099172.520118773 181140.04990719259, 2099172.7901313603 181163.41009669006, 2099157.6300566941 181163.37007051706, 2099157.50997819 181294.1001240164, 2099157.4200833589 181399.26001869142, 2099157.3200179487 181516.14987677336, 2099157.2501361966 181585.63989527524, 2099157.1900969446 181654.25983676314, 2099157.1300576925 181729.01985785365, 2099172.2999748588 181729.11992326379, 2099172.2399356067 181794.39013393223, 2099157.0798609406 181794.18016059697, 2099157.0201497823 181856.53994402289, 2099156.9699530303 181919.31015968323, 2099172.1398701966 181917.61003185809, 2099172.0900015235 181975.20998227596, 2099172.0401328653 182027.53008760512, 2099172.0001066923 182071.86005143821, 2099156.8498745263 182066.00999751687, 2099156.7901633531 182117.12997402251, 2099156.739966616 182173.16004568338, 2099171.9000412822 182180.41003118455, 2099171.8600151092 182242.05984227359, 2099156.699940443 182233.86005552113, 2099156.5201507807 182419.48993360996, 2099171.699910447 182419.509946689, 2099171.3498455286 182444.91015835106, 2098194.7701057792 182433.06011644006, 2098194.9400529414 182191.07995735109, 2097822.7101543546 181917.71009726822))
39;ASTEC CHARTER MS;POLYGON ((2100573.2499288619 182009.03996710479, 2100590.6698415279 179881.3401542753, 2102097.0798864365 179909.13996744156, 2102093.4099462777 180187.54984368384, 2102089.2698626965 180501.77001577616, 2102083.0700719357 180501.72998960316, 2102030.8598745316 180501.35006910563, 2101973.6798707694 180500.95013551414, 2101930.1100760251 180500.62992618978, 2101870.5599982738 180500.20997951925, 2101809.100147441 180499.77986226976, 2101758.8000511974 180499.41995485127, 2101707.0101285279 180499.04987685382, 2101659.79007861 180498.72015310824, 2101609.759994939 180498.35991759598, 2101556.1200103611 180497.97999709845, 2101508.8701048642 180497.6401027739, 2101454.19993861 180497.25001168251, 2101392.5301144421 180496.81005193293, 2101392.0399579406 180628.5899721086, 2101391.8299846053 180687.06984202564, 2101391.3700117767 180810.94984360039, 2101390.8998683542 180937.67990510166, 2101390.6800525188 180997.47013984621, 2101390.1400273591 181147.14011609554, 2101389.6000021994 181296.50005359948, 2101389.4799236953 181332.58987644315, 2101389.4799236953 181333.60988752544, 2101389.3099765182 181385.82992742956, 2101388.8998723626 181534.22005060315, 2101388.4500701129 181693.80995452404, 2101388.2499392778 181765.94990210235, 2101387.8299926072 181915.00012893975, 2101387.55013752 182015.43988868594, 2100573.2499288619 182009.03996710479))
40;ST. JOHN'S EPISCOPAL SCHOOL;POLYGON ((2096766.7099697739 191006.54001668096, 2096767.3799159378 191133.54993326962, 2097062.5299161971 191126.13984310627, 2097056.8301244378 191630.62997585535, 2096734.4698767811 191632.37997235358, 2096733.9800483584 191539.16985693574, 2096455.2299496979 191540.68002451956, 2096454.3798857778 191208.37983609736, 2096454.1390726119 191205.64887043834, 2096453.7768686116 191202.93201234937, 2096453.2958984375 191200.23287077248, 2096452.6961621046 191197.5580073595, 2096451.9779876918 191194.91201527417, 2096451.1439998597 191192.30014385283, 2096450.194854781 191189.72797052562, 2096449.1341613531 191187.20107269287, 2096447.9609353542 191184.72207501531, 2096446.6810822785 191182.29786726832, 2096445.2939459383 191179.93304260075, 2096443.8041195273 191177.63186609745, 2096442.2138996124 191175.39893093705, 2096440.5268951058 191173.23784601688, 2096438.7450745255 191171.15386068821, 2096436.8740152717 191169.15091194212, 2096434.9150296897 191167.23195251822, 2096432.8740232736 191165.40190368891, 2096430.7539487779 191163.66404627264, 2096428.5600555241 191162.02002069354, 2096429.0200283527 191066.45984435081, 2096429.29004094 191007.27000209689, 2096766.7099697739 191006.54001668096))
41;KENNETH COOPER MS;POLYGON ((2070036.6098867804 198209.98984859884, 2070045.2899875194 198019.00991560519, 2070057.2801210284 197960.22000694275, 2070074.249903366 197903.10004243255, 2070094.920137614 197847.23991793394, 2070113.3600613624 197805.09991034865, 2070139.4098780304 197753.18006668985, 2070170.6801566929 197704.27005952597, 2070206.8300187737 197658.90991401672, 2070247.450016275 197617.61997035146, 2070292.1100319475 197580.81984710693, 2070340.3300798535 197548.91997651756, 2070397.7800961882 197519.50993035734, 2070449.6100450307 197500.02998243272, 2070557.6698682755 197477.44013260305, 2070657.750048697 197466.88995684683, 2070682.0000001937 197467.36994276941, 2071236.2098497748 197478.88009035587, 2071260.869905442 197505.25011634827, 2071260.3000246882 198265.70988151431, 2070036.6098867804 198209.98984859884))
42;PROVIDENCE HALL CHRISTIAN SCHOOL;POLYGON ((2107747.8750152737 225157.65084818006, 2107747.8750152737 225075.06800810993, 2107791.0721073598 225034.41192144156, 2107857.1379201114 224948.01806534827, 2107944.8030991107 224866.70589202642, 2107998.1638847739 224805.72209011018, 2108075.6640578657 224810.80410093069, 2108445.3798538595 224814.61610119045, 2108445.3798538595 224826.05013343692, 2108562.2661030293 224828.59113885462, 2108558.4541027695 225105.56007310748, 2108403.4531004429 225061.09297043085, 2108240.8290818632 225061.09297043085, 2108183.6569521129 225264.37307567894, 2108112.5091285259 225200.84794026613, 2107967.6721478552 225160.19185359776, 2107747.8750152737 225157.65084818006))
43;COOLIDGE ES;POLYGON ((2100603.0599086136 150806.500010103, 2100605.0398915261 150682.45006135106, 2100607.0100319386 150149.85991919041, 2100889.6698996872 150152.49016326666, 2101206.1899359375 150157.6099036932, 2101203.4399414361 150807.95013843477, 2101152.3301355243 150807.81988935173, 2101101.2200015187 150807.70013894141, 2101050.100025028 150807.58006043732, 2100998.9600354433 150807.45998193324, 2100947.8298883587 150807.33006092906, 2100896.6800562739 150807.20998243988, 2100845.52005361 150807.08990393579, 2100794.3600509465 150806.95998293161, 2100743.1898776889 150806.83990444243, 2100692.0098619461 150806.70998343825, 2100640.8298461884 150806.58990493417, 2100603.0599086136 150806.500010103))
44;CAPITOL HILL HS;POLYGON ((2110483.7799765319 154892.85994760692, 2110650.670062691 154894.3100759387, 2111083.8001019359 154898.08008152246, 2111073.5901486129 156049.9599955976, 2109157.7501482815 156040.020054847, 2109160.1799334437 155936.12000018358, 2109160.9899711907 155849.52010777593, 2109161.5798650235 155764.78011977673, 2109162.1799294353 155680.11001351476, 2109162.800006941 155590.76012660563, 2109163.2399666905 155513.65988710523, 2109163.7199526131 155417.08987027407, 2109164.1599123627 155326.86006385088, 2109164.6100426912 155234.25985535979, 2109165.0401599407 155146.82991209626, 2109165.3498706073 155077.27985435724, 2109184.4200424403 155075.6801200211, 2109211.9800266922 155067.77987335622, 2109237.2700023651 155054.23003168404, 2109271.140013352 155030.88985526562, 2109288.7200306952 155014.59001910686, 2109304.5198678523 154996.51984526217, 2109318.3400501907 154976.8601076901, 2109329.8800533563 154956.11014918983, 2109339.1999166161 154934.24995668232, 2109346.2100731879 154911.49015969038, 2109350.3199731112 154888.02006226778, 2109412.1200463623 154888.41015335917, 2109474.4099480212 154888.71002152562, 2109568.9301001877 154889.16999435425, 2109664.2501195222 154889.64013777673, 2109772.9100071937 154890.16999235749, 2109863.6798387766 154890.60010960698, 2109953.6301181912 154890.93016143143, 2110046.1899724454 154891.27005577087, 2110106.6898514479 154891.48987160623, 2110168.6100031883 154891.71001552045, 2110228.1499103606 154891.93015943468, 2110292.8499121964 154892.160145849, 2110360.7300257683 154892.41014535725, 2110418.280107528 154892.62011869252, 2110483.7799765319 154892.85994760692))
45;HAYES ES;POLYGON ((2116493.5300961137 145184.77995435894, 2116499.320110783 144356.73994377255, 2116524.5100210309 144331.78001993895, 2116635.7299429476 144332.57988710701, 2116671.1898457706 144335.3200391084, 2116734.8101253659 144348.1500659436, 2116758.5400647819 144356.06015510857, 2116790.6800923645 144371.5499535203, 2117066.4698951095 144508.02999551594, 2117027.1599343568 144585.95995776355, 2117025.3600691855 144598.70008976758, 2117017.070059523 144657.46998535097, 2117009.2698782682 144712.91016317904, 2117001.8601161987 144765.45008435845, 2116994.4099998623 144818.30004426837, 2116986.7298971117 144872.81994836032, 2116981.30996044 144911.29985827208, 2116978.7000575215 144916.74997860193, 2116956.3500366062 144963.57993744314, 2116938.810045436 145000.32002143562, 2116915.7900783569 145048.52005626261, 2116889.3898686916 145103.85984060168, 2116872.1700868607 145139.94014902413, 2116866.7301371098 145151.32004751265, 2116830.9099987745 145155.67010442913, 2116783.930105865 145161.38006676733, 2116726.8301544487 145168.32985602319, 2116612.7201464474 145182.21007759869, 2116493.5300961137 145184.77995435894))
46;WEBSTER MS;POLYGON ((2113853.7401001155 144879.91015726328, 2114098.1198606938 144883.19000634551, 2115072.2901564389 144896.29988826811, 2115068.9801236987 145564.31987768412, 2113847.66005978 145546.98001734912, 2113853.7401001155 144879.91015726328))
47;PARMELEE ES;POLYGON ((2111787.1399026066 145489.61989584565, 2111806.7999682724 145456.11012035608, 2111820.1798627824 145425.62002384663, 2111832.7500476092 145383.00987285376, 2111843.1601317823 145305.47984418273, 2111846.4301383644 145209.02006335557, 2111842.8300799429 145151.49983718991, 2112165.5400644392 145154.80002743006, 2112523.5898732692 145336.07984860241, 2112589.5300301015 145417.53998751938, 2112556.0501101911 145452.82994318008, 2112507.7500099391 145503.75011692941, 2112461.4499056935 145552.56005868316, 2112413.0799236894 145603.57012726367, 2112370.089852199 145648.88991852105, 2112324.370127365 145697.12013702095, 2112277.7501418591 145746.26997309923, 2112232.9100084454 145793.55006226897, 2112185.8198795319 145843.19005484879, 2111787.1399026066 145489.61989584565))
48;HILLCREST ES;POLYGON ((2098572.9999923557 145907.28014977276, 2098574.9901458621 145905.29983876646, 2098584.2299567759 145806.09006343782, 2098640.6501195282 145818.90007717907, 2098697.4200191051 145831.79014326632, 2098750.9199121147 145843.94005335867, 2098806.460155353 145856.54009376466, 2098863.1900287718 145869.43015985191, 2098928.6698846966 145884.29003827274, 2098985.2698371112 145897.140078187, 2099056.1601152718 145913.24011160433, 2099116.43000786 145926.91987426579, 2099181.0299442708 145941.59012052417, 2099246.9599305242 145956.55990685523, 2099381.9701591879 145987.21010802686, 2099297.7400126904 146459.51985894144, 2098854.7999536991 146346.00007285178, 2098785.4798823595 146325.11986526847, 2098717.8399257809 146296.67011901736, 2098653.5700411946 146261.28994043171, 2098593.3598597795 146219.3500636816, 2098550.8999709487 146183.52008284628, 2098500.6399008632 146138.28985835612, 2098463.2400412709 146097.51992677152, 2098422.5399914384 146056.62991668284, 2098572.9999923557 145907.28014977276))
50;DEL CITY HS;POLYGON ((2135873.0999326855 162399.71009135246, 2135868.3000735193 162864.07989752293, 2135866.0901041925 163091.75004585087, 2135704.7600462735 163091.71986219287, 2135584.4699325264 163091.69000659883, 2135524.3299609423 163091.67983601987, 2135464.1801468581 163091.66999351978, 2135404.0398471951 163091.71986219287, 2135353.9100261927 163091.83009818196, 2135283.759904027 163091.98003226519, 2135223.6100899428 163092.12012384832, 2135163.4701183587 163092.2500448525, 2135103.3199761957 163092.37996585667, 2135043.1599915326 163092.50988684595, 2134983.0200199485 163092.640135929, 2134921.5700116158 163092.77989943326, 2134928.9801017791 162356.88996702433, 2135260.9699233621 162359.11994943023, 2135318.1099009365 162359.61994843185, 2135377.059914276 162360.11994743347, 2135429.0000991076 162360.57007777691, 2135487.749981612 162361.07007676363, 2135538.0799334496 162361.51003651321, 2135592.6300211996 162361.97000935674, 2135652.7801633626 162362.47985085845, 2135704.1101131886 162362.90996810794, 2135759.2599372715 162363.36994093657, 2135833.0399734378 162363.99001844227, 2135873.5500630289 162364.32991276681, 2135873.0999326855 162399.71009135246))
51;KERR MS;POLYGON ((2139385.8301119357 160661.33003793657, 2139380.1299921125 160791.27006676793, 2139376.8898411095 160828.3398745209, 2139372.6998888552 161035.30993302166, 2139379.5000721067 161288.48987285793, 2139377.7799311876 161573.59986694157, 2139373.6598606855 162034.69999460876, 2139185.179922685 162034.55006052554, 2138549.4800786078 162028.72001968324, 2138550.6998924464 161957.98984618485, 2138551.6598642766 161902.1398922652, 2138552.6001511067 161847.09997610748, 2138553.549952358 161792.0800730139, 2138554.4899111092 161737.02998626232, 2138555.3701586872 161681.97989952564, 2138556.2198945284 161626.93014085293, 2138557.1001421064 161570.2599786073, 2138558.1900349408 161499.39004160464, 2138559.1900329441 161434.5000795126, 2138560.3301225305 161360.65016160905, 2138569.7900773585 160655.6099050194, 2139090.5200070292 160658.95996393263, 2139385.8301119357 160661.33003793657))
52;PARKVIEW ES;POLYGON ((2137727.3101350218 149012.58988401294, 2137859.480146274 149013.64007876813, 2137949.8500442803 149014.33988052607, 2138008.2298487723 149014.79985335469, 2138068.6099773645 149015.26999676228, 2138128.5800017715 149015.74014018476, 2138187.3600679487 149016.20011301339, 2138248.5400636941 149016.68009893596, 2138307.9198661894 149017.14991426468, 2138369.2799796909 149017.62990018725, 2138427.859915033 149018.08987301588, 2138486.6301386952 149018.56001643836, 2138564.1900229454 149019.16008085012, 2138563.6998664439 149124.02994985878, 2138561.9200143516 149177.20011910796, 2138560.5299252719 149205.68989151716, 2138556.1598552763 149233.86995327473, 2138548.880014196 149261.44010810554, 2138537.5201287717 149290.8399836868, 2138295.3798650205 149786.00992509723, 2138279.5498441905 149821.29003827274, 2138269.1299175322 149858.01010918617, 2138264.3198877722 149888.09994402528, 2138262.669956699 149918.50998818874, 2138262.8100482821 149979.62994468212, 2138237.8999931067 150004.49997368455, 2137643.8299870193 150001.95995251834, 2137643.9999341965 149886.34994751215, 2137644.1400257796 149795.15984117985, 2137644.2801173627 149699.87984801829, 2137645.3700101972 149699.32112210989, 2137644.2899598628 149698.28011368215, 2137644.5301168561 149538.62984243035, 2137644.6098411083 149479.87011744082, 2137644.7000640184 149419.8699093461, 2137644.8001294434 149359.87987186015, 2137644.8798536956 149299.87014935911, 2137644.9700766057 149239.8600987643, 2137645.0701420307 149179.85004818439, 2137645.1498662829 149119.83999760449, 2137645.240089193 149059.82010452449, 2137645.3099709451 149011.95012152195, 2137727.3101350218 149012.58988401294))
53;LIFE CHRISTIAN ACADEMY;POLYGON ((2170485.8801164478 145995.23994760215, 2171450.0999727696 146014.92986884713, 2171538.7900841087 146063.87005968392, 2171601.6400240213 146092.95989651978, 2171715.4399932772 146141.71996960044, 2171756.7601206154 146325.48994326591, 2171775.2899391949 146324.23010326922, 2171750.1400551051 147978.5801410228, 2171727.4701529443 147977.46006451547, 2171724.4101196975 148335.54989951849, 2171432.7099156976 148333.64012643695, 2171432.289969027 148479.10997985303, 2171432.0199564397 148589.51986402273, 2171106.4300564378 148587.19998677075, 2171110.45006153 148286.04015602171, 2171111.8998617828 148182.73983769119, 2171114.7400791943 147983.58997352421, 2171118.0599544495 147711.08986234665, 2171122.8401286155 147307.71993418038, 2170469.6399914473 147298.52999193966, 2170473.43001011 146980.65005026758, 2170477.5500806123 146648.42007169127, 2170481.3000731021 146319.77013844252, 2170485.8801164478 145995.23994760215))
54;DEER CREEK ES;POLYGON ((2085154.2000583559 232629.12999968231, 2085134.2201114446 232609.09001351893, 2085134.2201114446 232292.98008143902, 2085135.7201084495 232292.98008143902, 2085148.2200834453 232292.98008143902, 2085148.2200834453 231999.93998509645, 2085148.1708709449 231996.06597709656, 2085148.0389814377 231992.19492185116, 2085147.8231026083 231988.32714743912, 2085147.5238906145 231984.46396619081, 2085147.142001614 231980.60898701847, 2085146.6771075279 231976.76286610961, 2085146.1278960258 231972.92790001631, 2085145.4969917685 231969.10605727136, 2085144.784066692 231965.2979940176, 2085143.9891207814 231961.50699110329, 2085143.1121540219 231957.73403276503, 2085142.1551349461 231953.98010326922, 2085141.1160950214 231950.24815535545, 2085139.9970027804 231946.53884518147, 2085138.7978581935 231942.85512551665, 2085137.5209578574 231939.19798059762, 2085136.1640051901 231935.56905084848, 2085134.7299529463 231931.96997669339, 2085133.2181449383 231928.4030546844, 2085131.6298935264 231924.86992527544, 2085106.2900491953 231892.8001075238, 2085109.0990986973 231890.13410235941, 2085111.9019146115 231887.46087935567, 2085114.69784078 231884.7810946852, 2085117.4868771881 231882.09409219027, 2085120.2690238655 231879.39987185597, 2085123.04493694 231876.69908985496, 2085125.8139602691 231873.99207426608, 2085128.577078104 231871.27685660124, 2085131.331993863 231868.55606152117, 2085134.081004113 231865.82804860175, 2085136.8241088539 231863.09314593673, 2085139.559011519 231860.35200968385, 2085142.2880086899 231857.60398368537, 2085145.0101161152 231854.84906794131, 2085147.7250056863 231852.08693435788, 2085150.4339897782 231849.31889526546, 2085153.135099858 231846.54396644235, 2085155.829976365 231843.76214785874, 2085158.5179631114 231840.97409568727, 2085161.1990601122 231838.17915377021, 2085163.9188709408 231835.3290938586, 2085166.6331043541 231832.471159935, 2085169.3391356915 231829.60797668993, 2085172.0379491895 231826.73691943288, 2085174.729872942 231823.85995668173, 2085177.4139226973 231820.97511993349, 2085180.0910826921 231818.08404959738, 2085182.762009114 231815.18707376719, 2085185.4240772724 231812.28288009763, 2085188.0799118578 231809.37212477624, 2085190.7278724462 231806.4541516006, 2085193.368943274 231803.529944852, 2085196.0021401048 231800.5988483578, 2085198.6281191111 231797.6618463546, 2085201.246880278 231794.71795460582, 2085203.8580955267 231791.76684501767, 2085206.462092936 231788.8101580143, 2085209.0588725209 231785.8459251076, 2085211.6481061876 231782.87611477077, 2085214.2291377783 231779.90007084608, 2085216.4860230237 231777.28590285778, 2085218.7360185236 231774.66615743935, 2085220.9810927808 231772.04214693606, 2085223.2209176868 231769.4138713479, 2085225.4538528621 231766.78001835942, 2085227.6808825284 231764.14091601968, 2085229.9029909372 231761.49689243734, 2085232.1188657731 231758.848931849, 2085234.3291631937 231756.19605001807, 2085236.5328989476 231753.53791885078, 2085238.7320415229 231750.87486644089, 2085240.9239662737 231748.20689277351, 2085243.1109697819 231745.53399784863, 2085245.2920677811 231742.85683785379, 2085247.4669321924 231740.17410042882, 2085249.6349068582 231737.48709793389, 2085251.7989445329 231734.7948461026, 2085253.956092447 231732.09898535907, 2085256.1070067734 231729.39787526429, 2085258.2520156056 231726.69184394181, 2085260.2579171062 231724.1498542726, 2085262.2588973641 231721.6039275974, 2085264.2549563646 231719.05504818261, 2085266.2451098561 231716.50091943145, 2085268.2300140262 231713.94285368919, 2085270.2099969387 231711.38085094094, 2085272.1840743572 231708.8149111867, 2085274.1538866907 231706.24405018985, 2085276.1181216091 231703.66990835965, 2085278.0761229396 231701.09215760231, 2085280.0288749486 231698.50915752351, 2085281.977033779 231695.92287659645, 2085283.9199432731 231693.33298677206, 2085285.856947273 231690.73784759641, 2085287.7890300304 231688.14008377492, 2085289.7158634365 231685.53805485368, 2085291.6371194422 231682.93110468984, 2085293.5531261116 231680.32087369263, 2085295.4628991932 231677.7070337683, 2085297.368079111 231675.088928774, 2085301.767020449 231669.00003018975, 2085306.1361061931 231662.89013427496, 2085310.4769767821 231656.75891293585, 2085314.7870075256 231650.60800659657, 2085319.0691511929 231644.43610294163, 2085323.3201269358 231638.24385809898, 2085327.5428875238 231632.03094401956, 2085331.73513636 231625.79900109768, 2085335.8968734443 231619.54606086016, 2085340.03006728 231613.27409176528, 2085344.1320931911 231606.98210960627, 2085348.2049196959 231600.6701143533, 2085352.246906355 231594.33909027278, 2085356.2590374351 231587.98805309832, 2085360.2400006056 231581.61897134781, 2085364.191108197 231575.22987651825, 2085368.1120321155 231568.82306519151, 2085372.0011319369 231562.39689694345, 2085375.8600481153 231555.95301218331, 2085379.6881244481 231549.49009859562, 2085407.3980427682 231573.31813493371, 2085434.3238419443 231598.02904352546, 2085460.4359944463 231623.59887427092, 2085485.7079255283 231649.99908393621, 2085510.1130604446 231677.20309777558, 2085533.6251525283 231705.18204443157, 2085556.2199236155 231733.90606835485, 2085577.8740797788 231763.34597010911, 2085598.56596753 231793.47090984881, 2085618.2719648629 231824.24906352162, 2085636.9720586985 231855.64893510938, 2085654.6478763521 231887.6370601058, 2085671.2800609469 231920.17898976803, 2085686.8499116898 231953.24290001392, 2085701.343977198 231986.79204551876, 2085714.7438847721 232020.79296177626, 2085727.039135769 232055.20890343189, 2085738.2139821947 232090.00509367883, 2085748.2579253614 232125.14413101971, 2085757.1601385325 232160.58992627263, 2085757.7260822803 232170.81201869249, 2085758.2369080186 232181.03607960045, 2085758.6939281076 232191.26407751441, 2085759.096158281 232201.49305967987, 2085759.4439266026 232211.72499459982, 2085759.7369050235 232221.95791377127, 2085759.9750935286 232232.19312952459, 2085760.1581640244 232242.42900143564, 2085760.2861165255 232252.66487334669, 2085760.3599352688 232262.902057603, 2085760.3799483627 232273.13989801705, 2085760.3438591957 232283.37708227336, 2085760.2539643645 232293.61393843591, 2085760.1089515239 232303.85112269223, 2085759.9091487825 232314.08601035178, 2085759.6548841894 232324.32089802623, 2085759.344845444 232334.55316102505, 2085758.981985271 232344.7850959301, 2085758.5630228519 232355.01407809556, 2085758.0899266899 232365.24010752141, 2085757.8500977755 232536.18005435169, 2085750.4600206912 232563.57993394136, 2085748.9199975282 232591.82003493607, 2085748.9101550281 232600.73012210429, 2085724.0601391047 232625.63984918594, 2085724.1198502779 232630.77008827031, 2085154.2000583559 232629.12999968231))
